"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A mobile application of augmented reality for aerospace maintenance training","T. Haritos; N. D. Macchiarella","Embrey-Riddle Aeronautical University, Daytona Beach, FL, USA; Embrey-Riddle Aeronautical University, Daytona Beach, FL, USA","24th Digital Avionics Systems Conference","27 Dec 2005","2005","1","","5.B.3","5.1","Aircraft maintenance technicians (AMTs) must obtain new levels of job task skill and knowledge to effectively work with modem computer-based avionics and advanced composite materials. Traditional methods of training, such as on-the-job training (OJT), may not have potential to fulfill the training requirements to meet future trends in aviation maintenance. A new instruction delivery system could assist AMTs with job task training and job tasks. The purpose of this research is to analyze the use of an augmented reality (AR) system as a training medium for novice AMTs. An AR system has the potential to enable job task training and job task guidance for the novice technician in a real world environment. An AR system could reduce the cost for training and retraining of AMTs by complementing human information processing and assisting with performance of job tasks. An AR system could eliminate the need to leave the aircraft for the retrieval of information from maintenance manuals for inspection and repair procedures. AR has the potential to supply rapid and accurate feedback to an AMT with any information that he/she needs to successfully complete a job task. New technologies that promote smaller computer-based systems make the application of a mobile AR system possible in the near future.","2155-7209","0-7803-9307-4","10.1109/DASC.2005.1563376","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1563376","","Augmented reality;On the job training;Application software;Aerospace electronics;Aerospace materials;Aircraft manufacture;Modems;Composite materials;Costs;Humans","aircraft maintenance;computer based training;aerospace simulation;augmented reality;aerospace computing","mobile application;augmented reality;aerospace maintenance training;aircraft maintenance technicians;job task skill;computer-based avionics;advanced composite materials;on-the-job training;aviation maintenance;instruction delivery system;job task training;job task guidance;real world environment;human information processing;information retrieval;maintenance manuals;inspection procedure;repair procedure","","38","4","21","IEEE","27 Dec 2005","","","IEEE","IEEE Conferences"
"Application research and prospect of screenless display technologies in railway intelligent station","J. Duan; H. Shen; T. Shi; C. Li; G. Yang; Y. Chen","Institute of Computing Technology, China Academy of Railway Sciences Co. Ltd, Beijing, China; Institute of Computing Technology, China Academy of Railway Sciences Co. Ltd, Beijing, China; China Academy of Railway Sciences Co. Ltd, Beijing, China; Institute of Computing Technology, China Academy of Railway Sciences Co. Ltd, Beijing, China; Institute of Computing Technology, China Academy of Railway Sciences Co. Ltd, Beijing, China; Institute of Computing Technology, China Academy of Railway Sciences Co. Ltd, Beijing, China","2022 China Automation Congress (CAC)","13 Mar 2023","2022","","","6699","6702","With the development of display technology, screenless display technology represented by augmented reality (AR) technology, virtual reality (VR) technology, intelligent projection technology and (pseudo) holographic technology, in the construction of smart stations, can be used in passenger identity verification, equipment inspection, staff training, onsite navigation and passenger service. This paper first classifies and summarizes the technical principles of several screenless display technologies, and elaborates on specific technologies in detail. Subsequently, we have combed and summarized the application of several screenless display technologies in railway intelligent passenger stations in detail. Based on the actual demand of railway passenger stations, according to the current situation and limitations of the use of screen display technology in railway station equipment operation and maintenance and passenger services, we can try to study and apply new screenless display technologies, such as AR, VR and intelligent projection to improve the intelligence level of railway stations.","2688-0938","978-1-6654-6533-5","10.1109/CAC57257.2022.10055815","China Academy of Railway Sciences; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10055815","Railway intelligent station;Screenless display;Augmented reality;Virtual reality;Intelligent projection technology","Training;Industries;Automation;Navigation;Inspection;Maintenance engineering;Rail transportation","augmented reality;display instrumentation;holography;inspection;maintenance engineering;railway engineering","AR technology;augmented reality;holographic technology;intelligence level;intelligent projection technology;onsite navigation;passenger services;railway intelligent passenger stations;railway station equipment operation;screen display technology;screenless display technology;staff training;virtual reality;VR technology","","","","5","IEEE","13 Mar 2023","","","IEEE","IEEE Conferences"
"Intelligent Itinerant Inspection Technology of Aircraft Based on Deep Learning and AR","Y. Xu; J. Tang; J. Zhou; Q. Cheng; J. Geng","Northwestern Polytechnical University, Xian, China; AVIC Chengdu Aircraft Industrial Group Company Ltd, Chengdu, China; AVICXI'AN Aircraft Industry Group Company Ltd, Xian, China; State-owned Wuhu Machinery Factory, Wuhu, China; Northwestern Polytechnical University, Xian, China","2022 5th World Conference on Mechanical Engineering and Intelligent Manufacturing (WCMEIM)","27 Jan 2023","2022","","","1023","1027","Itinerant inspection of aircraft is an important link to ensure the smooth flight of aircraft at high altitude. At present, the inspection of civil aviation aircraft mainly depends on human visual inspection, which is greatly affected by the environment, time-consuming and labor-intensive, and has many defects. To solve these problems, this paper proposes an intelligent itinerant inspection method based on deep learning and AR. Collect relevant pictures of aircraft defects and expand them to form a data set. Use the yolov5 network to train and learn the characteristics of various types of aircraft defects, form a specific depth learning model, and integrate it into AR glasses to identify aircraft defects. Use augmented reality to display the identification results. Finally, the Boeing 878 aircraft was taken as the object for experimental verification, and the aircraft defect recognition rate reached 80%, which verified the effectiveness of this aircraft intelligent itinerant technology.","","978-1-6654-7369-9","10.1109/WCMEIM56910.2022.10021333","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10021333","aircraft defect;augmented reality;deep learning","Deep learning;Visualization;Atmospheric modeling;Prototypes;Inspection;Real-time systems;Manufacturing","aircraft;aircraft control;augmented reality;automatic optical inspection;feature extraction;image recognition;inspection;learning (artificial intelligence)","aircraft defect recognition rate;aircraft defects;aircraft intelligent itinerant technology;Boeing 878 aircraft;civil aviation aircraft;deep learning;human visual inspection;intelligent itinerant inspection method;specific depth learning model","","","","8","IEEE","27 Jan 2023","","","IEEE","IEEE Conferences"
"Manufacture Assembly Fault Detection Method based on Deep Learning and Mixed Reality","S. Wang; R. Guo; H. Wang; Y. Ma; Z. Zong","Shenyang Institute of Computing Technology, Chinese Academy of Sciences Shenyang, Liaoning Province, China; Shenyang Institute of Computing Technology, Chinese Academy of Sciences Shenyang, Liaoning Province, China; Shenyang Institute of Computing Technology, Chinese Academy of Sciences Shenyang, Liaoning Province, China; Shenyang Institute of Computing Technology, Chinese Academy of Sciences Shenyang, Liaoning Province, China; Northeastern University","2018 IEEE International Conference on Information and Automation (ICIA)","26 Aug 2019","2018","","","808","813","Traditional manufacture assembly fault detection method more relied on manual operation leading to an ineffective procedure. In order to solve the problem making mistakes caused by manual inspection such as missing installations or lack of visual and intuitive guidance in traditional manufacturing assembly, A method of manufacture assembly fault detection based on deep learning and mixed reality is proposed. By training a pretreatment model and detecting targets via Faster R-CNN convolutional neural network, the accurate and efficient assembly detection is realized in the manufacturing by extracting feature information. Meanwhile, the mixed reality combination is realized by using the mixed reality device HoloLens as the human-computer interaction module to access the system. Augmented information interactions make the manufacturing and assembly inspection process more visual and intuitive. The experimental results show that the method proposed has a higher detection accuracy, a better user experience and a great capacity on an efficient assembly detection.","","978-1-5386-8069-8","10.1109/ICInfA.2018.8812577","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8812577","deep learning;Faster R-CNN;mixed reality;target detection","Virtual reality;Deep learning;Training;Manufacturing;Feature extraction;Solid modeling;Fault detection","assembling;augmented reality;convolutional neural nets;fault diagnosis;feature extraction;human computer interaction;inspection;learning (artificial intelligence);production engineering computing","deep learning;mixed reality combination;assembly inspection process;manufacturing assembly;assembly detection;mixed reality device;HoloLens;faster R-CNN convolutional neural network;manufacture assembly fault detection method;human-computer interaction module","","11","","12","IEEE","26 Aug 2019","","","IEEE","IEEE Conferences"
"DroneARchery: Human-Drone Interaction through Augmented Reality with Haptic Feedback and Multi-UAV Collision Avoidance Driven by Deep Reinforcement Learning","E. Dorzhieva; A. Baza; A. Gupta; A. Fedoseev; M. A. Cabrera; E. Karmanova; D. Tsetserukou","Skolkovo Institute of Science and Technology, Russia; Skolkovo Institute of Science and Technology, Russia; Skolkovo Institute of Science and Technology, Russia; Skolkovo Institute of Science and Technology, Russia; Skolkovo Institute of Science and Technology, Russia; Skolkovo Institute of Science and Technology, Russia; Skolkovo Institute of Science and Technology, Russia","2022 IEEE International Symposium on Mixed and Augmented Reality (ISMAR)","27 Dec 2022","2022","","","270","277","We propose a novel concept of augmented reality (AR) human-drone interaction driven by RL-based swarm behavior to achieve intuitive and immersive control of a swarm formation of unmanned aerial vehicles. The DroneARchery system developed by us allows the user to quickly deploy a swarm of drones, generating flight paths simulating archery. The haptic interface LinkGlide delivers a tactile stimulus of the bowstring tension to the forearm to increase the precision of aiming. The swarm of released drones dynamically avoids collisions between each other, the drone following the user, and external obstacles with behavior control based on deep reinforcement learning. The developed concept was tested in the scenario with a human, where the user shoots from a virtual bow with a real drone to hit the target. The human operator observes the ballistic trajectory of the drone in an AR and achieves a realistic and highly recognizable experience of the bowstring tension through the haptic display. The experimental results revealed that the system improves trajectory prediction accuracy by 63.3% through applying AR technology and conveying haptic feedback of pulling force. DroneARchery users highlighted the naturalness (4.3 out of 5 point Likert scale) and increased confidence (4.7 out of 5) when controlling the drone. We have designed the tactile patterns to present four sliding distances (tension) and three applied force levels (stiffness) of the haptic display. Users demonstrated the ability to distinguish tactile patterns produced by the haptic display representing varying bowstring tension(average recognition rate is of 72.8%) and stiffness (average recognition rate is of 94.2%). The novelty of the research is the development of an AR-based approach for drone control that does not require special skills and training from the operator. In the future, the proposed interaction can be applied in various fields, for example, for fast swarm deployment in search and rescue missions, crop monitoring, inspection and maintenance.","1554-7868","978-1-6654-5325-7","10.1109/ISMAR55827.2022.00042","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9995060","Human-centered computing;Human computer interaction (HCI);Interaction devices;Haptic devices;Interaction paradigms;Mixed / augmented reality","Deep learning;Training;Force;Reinforcement learning;Haptic interfaces;Trajectory;Pattern recognition","augmented reality;autonomous aerial vehicles;collision avoidance;deep learning (artificial intelligence);feedback;haptic interfaces;mobile robots;multi-robot systems;reinforcement learning","AR;augmented reality;ballistic trajectory;behavior control;bowstring tension;deep reinforcement learning;drone control;DroneARchery system;DroneARchery users;fast swarm deployment;haptic display;haptic feedback;haptic interface LinkGlide;human operator;human operator observes;human-drone interaction;multiUAV collision avoidance;RL-based swarm behavior;swarm formation;tactile patterns;unmanned aerial vehicles","","1","","28","IEEE","27 Dec 2022","","","IEEE","IEEE Conferences"
"Robotic arm control using hybrid brain-machine interface and augmented reality feedback","Y. Wang; H. Zeng; A. Song; B. Xu; H. Li; L. Zhu; P. Wen; J. Liu","School of Instrument Science and Engineering, Southeast University, Nanjing, China; School of Instrument Science and Engineering, Southeast University, Nanjing, China; School of Instrument Science and Engineering, Southeast University, Nanjing, China; School of Instrument Science and Engineering, Southeast University, Nanjing, China; School of Instrument Science and Engineering, Southeast University, Nanjing, China; School of Instrument Science and Engineering, Southeast University, Nanjing, China; AVIC Aeronautics Computing Technique Research Institute, Xi'an, China; Jiangsu Collaborative Innovation Center of Atmospheric Environment and Equipment Technology (CICAEET), Nanjing University of Information Sciences & Technology, Jiangsu","2017 8th International IEEE/EMBS Conference on Neural Engineering (NER)","14 Aug 2017","2017","","","411","414","Brain-machine interface (BMI) can be used to control robotic arm to assist paralysis people improving their quality of life. However process control of objects grasping is still a complex task for BMI users. High efficiency and accuracy is hard to achieve in objects grasping process even after extensive training. An important reason is lack of sufficient feedback information for performing the closed-loop control. In this study, we describe a method of augmented reality (AR) guiding assistance to provide extra feedback information to the user for closed-loop control. A hybrid BMI based system with AR feedback is proposed to evaluate the performance of our method in objects grasping task using robotic arm. Reaching and releasing tasks are completed by the robotic arm automatically. For the grasping task controlled by the user, AR is used to enrich the normal visual information during the grasping process to provide the BMI user augmented feedback information about the gripper status in real time. The feasibility of the proposed system both in open-loop (visual inspection) and closed-loop (AR feedback) are compared. According to our experimental results obtained from 5 subjects, the time used for controlling the robotic arm to grasp objects with AR feedback reduces more than 5s and the error rate of the gripper aperture decreases approximately 20% compared to those of grasping with normal visual inspection only. The results reveal that the BMI user can benefit from the information provided by AR interface in the grasping task.","1948-3554","978-1-5090-4603-4","10.1109/NER.2017.8008377","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8008377","","Grasping;Manipulators;Grippers;Visualization;Apertures;Electroencephalography","assisted living;augmented reality;brain-computer interfaces;closed loop systems;handicapped aids;medical disorders;medical robotics","robotic arm control;hybrid brain-machine interface;augmented reality feedback;paralysis;process control;grasping objects;BMI users;feedback information;AR guiding assistance;closed-loop control;reaching tasks;releasing tasks;normal visual inspection","","8","","13","IEEE","14 Aug 2017","","","IEEE","IEEE Conferences"
"The Application of Augmented Reality Technology in Urban Greening Plant Growth State Detection","H. Xing; F. Deng; Y. Tang; Q. Li; J. Zhang","College of Computer Science and Cyber Security, Chengdu University of Technology, Chengdu, China; College of Computer Science and Cyber Security, Chengdu University of Technology, Chengdu, China; College of Computer Science and Cyber Security, Chengdu University of Technology, Chengdu, China; Sichuan Tianyi Ecological Garden Group Company Ltd., Chengdu, China; China Southwest Architectural Design and Research Institute Company Ltd., Chengdu, China","IEEE Access","21 Jun 2023","2023","11","","59286","59296","The current target detection network in deep learning has been widely used in plant growth state detection. However, with the development of deep learning, within the field of plant growth state detection, the performance of the detection network is no longer the primary factor limiting the detection accuracy and model generalization ability. The construction of high-quality and large-scale plant datasets is more significant for the improvement of model detection accuracy and generalization ability. However, traditional methods for building deep learning datasets for plants have a large time span and low efficiency. And it is difficult to construct and expand the dataset for plants with complex growth environments and difficult image acquisition by existing methods. To address this problem, this paper proposes a method for constructing plant datasets based on augmented reality techniques. The method proposed in this paper allows for the rapid and efficient construction of large-scale field datasets that match the actual inspection environment in the lack of data. Meanwhile, this paper proposes an automatic annotation method for datasets in conjunction with the imaging environment in virtual space. In this paper, we experimentally compare the proposed method with the method of expanding the dataset using GAN networks. Using the virtual dataset constructed by the method proposed in this paper as the training set, the trained YOLOv5 model achieves an average accuracy (@0.5:0.95) of 0.71 for the three detection categories on the test set. The detection accuracy of the six mixed datasets constructed using the two data expansion methods on the test set was experimentally tested. The proposed method in this paper improved the accuracy by 2.2%, 3.1%, and 7.0%, respectively. The smaller the percentage of real images, the greater the accuracy improvement. Experiments show that the method proposed in this paper can well solve the problems faced in the field of plant growth state detection, such as the lack of data, and provides a new idea for the production and expansion of datasets in plant detection tasks.","2169-3536","","10.1109/ACCESS.2023.3284550","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10147199","Deep learning;object detection;plant growth state detection;augmented reality;YOLOv5;dataset augmentation;dataset construction","Training;Deep learning;Generative adversarial networks;Feature extraction;Task analysis;Object detection;Augmented reality","augmented reality;deep learning (artificial intelligence);feature extraction;learning (artificial intelligence);object detection","complex growth environments;current target detection network;deep learning datasets;detection categories;large-scale field datasets;large-scale plant datasets;model detection accuracy;plant detection tasks;urban greening plant growth state detection","","","","28","CCBYNCND","9 Jun 2023","","","IEEE","IEEE Journals"
"Mixed Reality Human Teleoperation","D. Black; S. Salcudean",University of British Columbia; University of British Columbia,"2023 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)","1 May 2023","2023","","","375","383","For many applications, remote guidance and telerobotics provide great advantages. For example, tele-ultrasound can bring much-needed expert healthcare to isolated communities. However, existing tele-guidance methods have serious limitations. A new concept called human teleoperation leverages mixed reality, haptics, and high-speed communication to provide tele-guidance that is more tightly coupled than existing methods yet more accessible than telerobotics. This paper provides an overview of the human teleoperation concept and its application to tele-ultrasound. The concept and its impact are discussed, the graphics, communications, controls, and haptics subsystems are explained, and results are presented that show the system's efficacy. These include tests of the communication architecture, of human performance in tracking mixed reality signals, and of human teleoperation in a limited clinical use-case. The results show good potential for teleultrasound, as well as possible other applications of human teleoperation including remote maintenance, inspection, and training.","","979-8-3503-4839-2","10.1109/VRW58643.2023.00083","NSERC; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10108864","Human-centered computing—Human Computer Interaction—Interaction Paradigms—Mixed / augmented reality;Human-centered computing—Human Computer Interaction—Interaction Devices—Haptic devices;Computer systems organization—Embedded and cyber-physical systems—Robotics—Robotic Control","Training;Human computer interaction;Three-dimensional displays;Mixed reality;Medical services;Virtual reality;Maintenance engineering","biomedical ultrasonics;haptic interfaces;telemedicine;telerobotics;virtual reality","communication architecture;existing tele-guidance methods;expert healthcare;haptics subsystems;high-speed communication;human performance;human teleoperation concept;human teleoperation leverages mixed reality;isolated communities;mixed reality human teleoperation;mixed reality signals;remote guidance;serious limitations;tele-ultrasound;telerobotics;teleultrasound","","","","66","IEEE","1 May 2023","","","IEEE","IEEE Conferences"
"Modeling of video projectors in OpenGL for implementing a spatial augmented reality teaching system for assembly operations","C. M. Costa; G. Veiga; A. Sousa; L. Rocha; A. A. Sousa; R. Rodrigues; U. Thomas","Centre for Robotics in Industry and Intelligent Systems (CRIIS) of INESC TEC, Faculty of Engineering of the University of Porto, Portugal; Centre for Robotics in Industry and Intelligent Systems (CRIIS) of INESC TEC, Faculty of Engineering of the University of Porto, Portugal; Centre for Robotics in Industry and Intelligent Systems (CRIIS) of INESC TEC, Faculty of Engineering of the University of Porto, Portugal; Centre for Robotics in Industry and Intelligent Systems (CRIIS) of INESC TEC, Portugal; Centre for Information Systems and Computer Graphics (CSIG) of INESC TEC, Faculty of Engineering of the University of Porto, Portugal; Centre for Information Systems and Computer Graphics (CSIG) of INESC TEC, Faculty of Engineering of the University of Porto, Portugal; Robotics and Human Machine Interaction Laboratory at the Technical University of Chemnitz, Germany","2019 IEEE International Conference on Autonomous Robot Systems and Competitions (ICARSC)","10 Jun 2019","2019","","","1","8","Teaching complex assembly and maintenance skills to human operators usually requires extensive reading and the help of tutors. In order to reduce the training period and avoid the need for human supervision, an immersive teaching system using spatial augmented reality was developed for guiding inexperienced operators. The system provides textual and video instructions for each task while also allowing the operator to navigate between the teaching steps and control the video playback using a bare hands natural interaction interface that is projected into the workspace. Moreover, for helping the operator during the final validation and inspection phase, the system projects the expected 3D outline of the final product. The proposed teaching system was tested with the assembly of a starter motor and proved to be more intuitive than reading the traditional user manuals. This proof of concept use case served to validate the fundamental technologies and approaches that were proposed to achieve an intuitive and accurate augmented reality teaching application. Among the main challenges were the proper modeling and calibration of the sensing and projection hardware along with the 6 DoF pose estimation of objects for achieving precise overlap between the 3D rendered content and the physical world. On the other hand, the conceptualization of the information flow and how it can be conveyed on-demand to the operator was also of critical importance for ensuring a smooth and intuitive experience for the operator.","","978-1-7281-3558-8","10.1109/ICARSC.2019.8733617","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8733617","","Mathematical model;Three-dimensional displays;Education;Cameras;Matrix converters;Solid modeling;Robots","augmented reality;computer aided instruction;pose estimation;rendering (computer graphics);teaching","intuitive reality teaching application;projection hardware;video projectors;spatial augmented reality teaching system;assembly operations;teaching complex assembly;maintenance skills;human operators;extensive reading;training period;human supervision;immersive teaching system;inexperienced operators;textual instructions;video instructions;teaching steps;video playback;bare hands natural interaction interface;inspection phase;expected 3D outline;augmented reality teaching application;3D rendered content;6 DoF pose estimation","","3","","20","IEEE","10 Jun 2019","","","IEEE","IEEE Conferences"
